#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2014-10-14T19:43:18 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ543d562336ef	
#INFO	-out.max=unlimited	
#INFO	queryParameters=27	
#-oc.form=dec
#-out.max=unlimited
#-order=I
#-out.src=VII/155/rc3
#-nav=cat:VII/155&tab:{VII/155/rc3}&key:source=VII/155&HTTPPRM:&&-ref=VIZ543d562336ef&-out.max=50&-out.form=HTML Table&-oc.form=sexa&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-order=I&-out=RA2000&-out=DE2000&-out=name&-out=altname&-out=PGC&-out=type&-out=T&-out=lumcl&-out=D25&-out=R25&-out=PA&-out=BT&-out=BT_code&-out=BoT&-out=V21&-out=cz&-file=.&-meta.ucd=2&-meta=1&-meta.foot=1&-usenav=1&-bmark=POST&-out.src=VII/155/rc3
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=VII/155/rc3
#-order=I
#-out=RA2000
#-out=DE2000
#-out=name
#-out=altname
#-out=PGC
#-out=type
#-out=T
#-out=lumcl
#-out=D25
#-out=R25
#-out=PA
#-out=BT
#-out=BT_code
#-out=BoT
#-out=V21
#-out=cz
#

#RESOURCE=yCat_7155
#Name: VII/155
#Title: Third Reference Cat. of Bright Galaxies (RC3) (de Vaucouleurs+ 1991)
#Coosys	B2000:	eq_FK4 B2000
#Table	VII_155_rc3:
#Name: VII/155/rc3
#Title: The revised RC3 catalog
#Column	RA2000	(A10)	Right Ascension 2000 (hours)	[ucd=pos.eq.ra;meta.main]
#Column	DE2000	(A9)	Declination 2000 (degrees)	[ucd=pos.eq.dec;meta.main]
#Column	name	(a12)	Name	[ucd=meta.id]
#Column	altname	(a15)	Alternate name	[ucd=meta.id]
#Column	PGC	(a11)	PGC number	[ucd=meta.id;meta.main]
#Column	type	(a7)	Type	[ucd=src.morph.type]
#Column	T	(F4.1)	? T (Hubble stage)	[ucd=src.morph.type]
#Column	lumcl	(F4.1)	? Luminosity class (file "\begin{tex}\vFile{VII/155/./mtypes.tex}{mtypes.tex}\end{tex}")	[ucd=src.class.luminosity]
#Column	D25	(F5.2)	? Log D25	[ucd=phys.angSize;src]
#Column	R25	(F5.2)	? Log R25 (isophotal diameter ratio)	[ucd=phys.size;arith.ratio]
#Column	PA	(I3)	? Position angle of the major axis [NULL integer written as an empty string]	[ucd=pos.posAng]
#Column	BT	(F5.2)	? BT (total B magnitude)	[ucd=phot.mag;em.opt.B]
#Column	BT_code	(A1)	? BT code	[ucd=meta.code]
#Column	BoT	(F5.2)	? BoT	[ucd=phot.mag;em.opt.B]
#Column	V21	(I5)	? V21 (heliocentric radial velocity) [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#Column	cz	(I5)	? Vopt= cz [NULL integer written as an empty string]	[ucd=phys.veloc;pos.heliocentric]
#RA2000;DE2000;name;altname;PGC;type;T;lumcl;D25;R25;PA;BT;BT_code;BoT;V21;cz
#"h:m:s";"d:m:s"; ; ; ; ; ; ;[0.1arcmin]; ;deg;mag; ;mag;km/s;km/s
#----------;---------;------------;---------------;-----------;-------;----;----;-----;-----;---;-----;-;-----;-----;-----
00 06 06.0;+19 44 00;            ; UGC    44     ;PGC  458   ;.SX.8*.; 8.0;    ; 0.96; 0.05;   ;     ; ;     ; 5936;
00 06 12.0;+54 32 00;            ; UGC    45     ;PGC  461   ;.S..8..; 8.0;    ; 0.96; 0.39;150;     ; ;     ;     ;
00 06 14.2;+08 53 15;            ; MCG  1- 1- 29 ;PGC  465   ;.S?....;    ;    ; 1.04; 0.49;   ;     ; ;14.21;11542;
00 06 15.4;-52 46 39;            ;               ;PGC  468   ;PLA.0*.;-2.0;    ; 1.24; 0.18;   ;     ; ;     ;     ;
00 06 19.5;+20 12 09;A   0003+19 ;               ;PGC  473   ;       ;    ;    ; 0.50; 0.00;   ;     ; ;     ;     ; 7688
00 06 20.5;-41 29 36;A   0003-41 ; ESO  293- 34  ;PGC  474   ;.SBS6P/; 6.1;    ; 1.50; 0.51; 20;13.70;S;12.60; 1542; 1562
00 06 21.6;+17 25 43;            ; UGC    46     ;PGC  477   ;       ;    ;    ; 0.82; 0.21; 78;     ; ;14.46;     ; 5506
00 06 24.0;-41 30 00;            ; MCG -7- 1- 10 ;PGC  482   ;.S?....;    ;    ; 0.78; 0.38;   ;14.58;V;     ;     ; 1428
00 06 27.0;-13 24 54;NGC  7828   ; MCG -2- 1- 25B;PGC  483   ;.RING.B;    ;    ; 0.94; 0.28;   ;14.40; ;14.04;     ; 5660
00 06 28.5;-03 42 58;NGC  7832   ; MCG -1- 1- 33 ;PGC  485   ;.E+....;-4.0;    ; 1.28; 0.26; 20;     ; ;     ;     ;
00 06 29.1;-13 25 14;NGC  7829   ; MCG -2- 1- 25A;PGC  488   ;.RING.A;-1.0;    ; 0.82; 0.00;   ;14.60; ;14.44;     ; 5792
00 06 30.0;+17 16 00;            ; UGC    47     ;PGC  496   ;.S..8*.; 8.0;    ; 1.11; 0.83; 64;     ; ;     ;  870;
00 06 30.0;+47 52 00;            ; UGC    48     ;PGC  499   ;.S..7..; 7.0;    ; 1.18; 0.07;   ;     ; ;     ; 4322;
00 06 36.0;+08 21 00;NGC  7834   ; UGC    49     ;PGC  504   ;.S..6*.; 6.0;    ; 1.06; 0.17;   ;     ; ;14.41; 5226;
00 06 36.0;+26 09 00;            ; UGC    50     ;PGC  507   ;.S..2..; 2.0;    ; 0.97; 0.48; 10;     ; ;14.16; 7561;
00 06 44.0;-06 38 07;A   0004-06B;               ;PGC  509   ;.RING.B;10.0;    ; 0.85; 0.07;   ;     ; ;     ;     ;22615
00 06 44.8;-06 38 14;A   0004-06A;               ;PGC  510   ;.RING.A;-2.0;    ; 0.85; 0.07;   ;     ; ;     ;     ;
00 06 42.0;+05 06 00;            ; UGC    51     ;PGC  511   ;.SB.4..; 4.0;    ; 0.96; 0.21; 30;     ; ;14.50; 5372;
00 06 48.0;+08 37 00;            ; UGC    52     ;PGC  515   ;.SA.5..; 5.0;    ; 1.26; 0.03;   ;     ; ;13.93;     ; 5204
00 06 50.4;+19 19 16;            ; UGC    53     ;PGC  517   ;.SX.4..; 4.0;    ; 0.95; 0.10;   ;     ; ;14.82; 7894;
00 06 50.7;-52 12 06;            ; ESO  193- 25  ;PGC  520   ;.SBR5*.; 5.0; 2.2; 1.04; 0.29;  5;     ; ;     ;     ;
00 06 52.8;-50 24 54;            ; ESO  193- 26  ;PGC  526   ;.LA.-..;-3.0;    ; 1.15; 0.20; 89;     ; ;14.04;     ;10037
00 06 48.0;+41 44 00;            ; UGC    54     ;PGC  527   ;.S..6*.; 6.0;    ; 1.04; 1.06; 28;     ; ;     ;     ;
00 06 59.2;-06 57 14;            ; MCG -1- 1- 34 ;PGC  538   ;.SXS8*.; 8.3; 7.5; 1.07; 0.10;   ;     ; ;     ;     ;
00 07 00.0;+46 39 00;            ; UGC    55     ;PGC  540   ;.SB.8..; 8.0;    ; 1.04; 0.07;115;     ; ;     ;     ;
00 07 03.7;-44 22 05;            ;               ;PGC  546   ;.E+1...;-4.0;    ; 1.10; 0.24;   ;     ; ;     ;     ;
00 07 00.0;+14 04 00;            ; UGC    56     ;PGC  548   ;.S..6*.; 6.0;    ; 0.96; 0.10; 30;     ; ;14.78; 5431;
00 07 06.3;-41 21 24;            ; ESO  293- 37  ;PGC  551   ;.S?....;    ;    ; 1.00; 0.07; 50;     ; ;13.86;     ;13868
00 07 07.6;-80 18 30;            ; ESO   12- 15  ;PGC  553   ;.S..5*/; 5.0;    ; 1.17; 0.97;120;     ; ;     ;     ;
00 07 10.1;-21 47 12;            ; ESO  538- 22  ;PGC  558   ;PSBS2..; 2.2;    ; 1.27; 1.07;161;     ; ;13.86;     ;10138
00 07 14.5;-52 37 12;            ; ESO  149- 18  ;PGC  562   ;.SBS9..; 9.0;11.1; 1.29; 0.11;  5;     ; ;     ;     ;
00 07 16.0;+27 42 32;NGC     1   ; UGC    57     ;PGC  564   ;.SAS3*.; 3.0; 3.5; 1.21; 0.12;120;13.65; ;13.16; 4545; 4545
00 07 16.8;+08 18 05;NGC     3   ; UGC    58     ;PGC  565   ;.L...?.;-2.0;    ; 1.03; 0.23;113;14.20; ;13.95;     ; 3900
00 07 17.2;+27 40 46;NGC     2   ; UGC    59     ;PGC  567   ;.S..2..; 1.5;    ; 1.02; 0.22;115;14.96; ;14.33; 7550; 7366
00 07 19.4;+32 36 35;NGC  7831   ; UGC    60     ;PGC  569   ;.S..3*/; 3.0; 4.5; 1.24; 0.61; 38;     ; ;12.57; 5072; 5028
00 07 24.5;+47 02 28;            ; UGC    61     ;PGC  574   ;.L.....;-2.0;    ; 1.20; 0.05;145;     ; ;     ;     ;
00 07 31.1;-20 43 54;            ; ESO  538- 23  ;PGC  583   ;.SAT4P.; 4.5;    ; 1.03; 0.13; 87;     ; ;15.11;     ;19603
00 07 30.0;-11 50 00;            ; MCG -2- 1- 27 ;PGC  585   ;.S?....;    ;    ; 1.12; 0.28;   ;     ; ;     ; 6749;
00 07 40.0;+25 35 19;            ; CGCG 477- 56  ;PGC  590   ;       ;    ;    ;     ;     ;   ;     ; ;15.32; 7054;
00 07 48.9;+35 21 45;NGC     5   ; UGC    62     ;PGC  595   ;.E...*.;-5.0;    ; 1.08; 0.22;115;     ; ;     ;     ;
00 07 50.8;+35 57 59;            ; UGC    63     ;PGC  598   ;.I..9..;10.0;    ; 0.94; 0.18; 55;     ; ;14.99;  439;
00 08 01.5;+33 04 12;NGC  7836   ; UGC    65     ;PGC  608   ;.I?....;    ;    ; 0.93; 0.21;133;14.40; ;13.89; 4904; 5100
00 08 06.0;+09 43 00;            ; UGC    66     ;PGC  613   ;.SX.3..; 3.0;    ; 1.13; 0.13; 85;     ; ;13.98; 6421;
00 08 06.0;+07 46 00;            ; UGC    67     ;PGC  616   ;.S..2..; 2.0;    ; 1.10; 0.43; 24;     ; ;14.16;11834;
00 08 10.1;+27 00 13;            ; UGC    68     ;PGC  617   ;.SB?...;    ;    ; 0.97; 0.09;145;     ; ;13.95;     ; 8761
00 08 06.0;+27 31 00;            ; UGC    69     ;PGC  619   ;.S..6*.; 6.0;    ; 1.07; 0.15; 42;     ; ;14.08; 4638;
00 08 13.4;-34 34 42;Scl DIG     ; ESO  349- 31  ;PGC  621   ;.IB.9..;10.0;    ; 1.04; 0.07;   ;     ; ;15.40;  207;
00 08 18.3;-59 30 54;            ; ESO  111- 14  ;PGC  624   ;.SXT6..; 5.8; 3.3; 1.34; 0.28;160;     ; ;13.93;     ; 7782
00 08 20.6;-29 54 54;NGC     7   ; ESO  409- 22  ;PGC  627   ;.SBS5?/; 4.5; 5.6; 1.35; 0.61; 29;14.40; ;13.19;     ; 1497
00 08 34.4;-33 51 30;NGC    10   ; ESO  349- 32  ;PGC  634   ;.SXT4..; 3.6; 2.2; 1.38; 0.30; 25;13.30; ;12.65;     ; 6818
00 08 34.4;-10 56 58;            ; MCG -2- 1- 28 ;PGC  635   ;.SBR1..; 1.0;    ; 1.07; 0.03;   ;     ; ;     ;     ;
00 08 35.8;-05 13 03;            ; MCG -1- 1- 36 ;PGC  637   ;PS..1P*; 1.0;    ; 1.09; 0.23;   ;     ; ;     ;     ;
00 08 36.0;+44 05 47;            ; UGC    71     ;PGC  638   ;.S..4..; 4.0;    ; 1.04; 0.23;100;     ; ;     ;     ;
00 08 36.0;-00 44 00;            ; UGC    72     ;PGC  639   ;.S..1..; 1.0;    ; 0.99; 0.29; 18;     ; ;14.66;     ;11924
00 08 42.4;+37 27 02;NGC    11   ; UGC    73     ;PGC  642   ;.S..1..; 1.0;    ; 1.17; 0.76;111;     ; ;     ;     ;
00 08 44.8;+24 32 34;            ; UGC    76     ;PGC  644   ;.S?....;    ;    ; 1.04; 0.54;136;     ; ;     ; 4581;
00 08 44.9;+04 36 46;NGC    12   ; UGC    74     ;PGC  645   ;.SXT5*.; 4.5; 4.0; 1.23; 0.05;125;13.80; ;13.72; 3940;
00 08 46.4;+15 48 54;NGC    14   ; UGC    75     ;PGC  647   ;RIBS9P.;10.0;    ; 1.45; 0.13; 25;12.71; ;12.54;  865;
00 08 48.1;+33 26 02;NGC    13   ; UGC    77     ;PGC  650   ;RS..2*.; 2.3; 4.5; 1.39; 0.62; 53;     ; ;13.06; 4808; 4748
00 08 49.2;-49 54 06;            ; ESO  193- 31  ;PGC  651   ;.L?....;    ;    ; 0.83; 0.42; 75;     ; ;15.25;     ;10198
00 08 54.9;+23 49 05;NGC     9   ; UGC    78     ;PGC  652   ;.S..3*P; 3.0;    ; 1.10; 0.24;155;     ; ;13.77; 4528; 4512
00 08 54.0;+25 37 00;            ; UGC    79     ;PGC  654   ;.S..6*.; 6.0;    ; 1.20; 0.14; 85;     ; ;14.76; 4345;
00 09 00.0;+10 53 00;            ; UGC    81     ;PGC  658   ;.S..3..; 3.0; 5.5; 1.15; 0.53; 47;     ; ;14.31; 6674;
00 09 04.3;-32 54 54;            ; ESO  349- 33  ;PGC  659   ;.S?....;    ;    ; 1.17; 0.77; 20;     ; ;13.46;     ; 6940
00 09 04.7;+27 43 49;NGC    16   ; UGC    80     ;PGC  660   ;.LX.-./;-3.0;    ; 1.25; 0.27; 16;13.00; ;12.60;     ; 3056
00 09 00.0;+21 37 00;NGC    15   ; UGC    82     ;PGC  661   ;.S..1..; 1.0;    ; 1.00; 0.20; 30;     ; ;14.26; 6332;
00 09 07.0;-37 21 18;            ; ESO  293- 43  ;PGC  662   ;.S?....;    ;    ; 0.99; 0.21;171;     ; ;14.46;     ; 8695
00 09 18.0;+00 36 00;            ; UGC    83     ;PGC  670   ;.S..3..; 3.0; 4.5; 1.00; 0.94; 39;     ; ;     ;     ;
00 09 25.0;-36 43 06;            ; ESO  349- 34  ;PGC  671   ;.S?....;    ;    ; 0.98; 0.71; 57;     ; ;14.57;     ; 6567
00 09 29.1;+47 21 26;            ; UGC    85     ;PGC  676   ;.S..4..; 4.0;    ; 1.09; 0.35; 87;     ; ;13.27; 5154;
00 09 32.9;+33 18 34;NGC    20   ; UGC    84     ;PGC  679   ;.L..-*.;-3.0;    ; 1.19; 0.02;140;     ; ;13.81;     ; 5058
00 09 36.3;-32 16 36;IC   1531   ; ESO  349- 35  ;PGC  684   ;.LX.-P*;-3.0;    ; 1.25; 0.11;138;     ; ;13.32;     ; 7684
00 09 42.0;+28 21 00;            ; UGC    87     ;PGC  687   ;.E...?.;-5.0;    ; 1.04; 0.00;   ;     ; ;     ;     ;
00 09 47.6;+27 49 47;NGC    22   ; UGC    86     ;PGC  690   ;.S..3..; 3.0;    ; 1.22; 0.11;160;     ; ;14.09; 8312;
00 09 51.5;+26 47 24;            ; CGCG 478- 35  ;PGC  693   ;       ;    ;    ;     ;     ;   ;     ; ;15.09;17225;
00 09 51.6;-64 22 18;IC   1532   ; ESO   78- 17  ;PGC  695   ;.S..3./; 4.3; 5.6; 1.21; 0.56; 74;     ; ;13.95;     ; 1871
00 09 48.0;+04 41 00;            ; UGC    88     ;PGC  696   ;.S..0..; 0.0;    ; 1.04; 0.13; 25;     ; ;     ;     ;
00 09 53.6;+25 55 23;NGC    23   ; UGC    89     ;PGC  698   ;.SBS1..; 1.0;    ; 1.32; 0.19;  8;12.85; ;12.27; 4565; 4635
00 09 56.6;-24 57 43;NGC    24   ; ESO  472- 16  ;PGC  701   ;.SAS5..; 5.0; 4.7; 1.76; 0.63; 46;12.19; ;11.11;  554;  595
00 09 54.0;+16 56 00;            ; UGC    90     ;PGC  703   ;.I..9*.;10.0;    ; 1.00; 0.55; 88;     ; ;     ;  908;
00 09 59.9;-57 01 12;NGC    25   ; ESO  149- 19  ;PGC  706   ;.LB.-?P;-3.3;    ; 1.14; 0.23; 88;13.00;V;13.82;     ; 9429
00 10 01.7;+28 12 34;            ; UGC    92     ;PGC  707   ;.S..3..; 3.0; 2.5; 1.02; 0.05;   ;     ; ;14.24; 8168;
00 10 03.3;+28 09 01;            ; UGC    91     ;PGC  709   ;.S?....;    ;    ; 1.04; 0.61;115;     ; ;14.40; 8216;
00 10 06.9;-06 19 19;            ; MCG -1- 1- 42 ;PGC  714   ;.SXS9..; 9.0; 7.5; 1.17; 0.21;   ;     ; ;     ; 3851;
00 10 17.9;-18 15 54;            ; ESO  538- 24  ;PGC  721   ;.IBS9..;10.0;10.0; 1.15; 0.07; 85;     ; ;14.98; 1546;
00 10 20.0;-46 25 07;            ; ESO  241- 21  ;PGC  725   ;PSBS3*.; 2.8; 2.2; 1.31; 0.63; 55;     ; ;13.35;     ; 6087
00 10 22.4;+30 50 57;            ; UGC    93     ;PGC  726   ;.SA.8..; 8.0;    ; 1.32; 0.13; 60;     ; ;14.46; 4947;
00 10 25.0;-46 29 30;            ; ESO  241- 22  ;PGC  729   ;.SBS4..; 4.0; 3.3; 1.10; 0.38; 69;     ; ;     ;     ;
00 10 26.3;+28 59 21;            ; UGC    95     ;PGC  731   ;.S..6*.; 6.0;    ; 1.28; 1.02;  7;     ; ;13.87; 7851;
00 10 26.4;+25 49 57;NGC    26   ; UGC    94     ;PGC  732   ;.SAT2..; 2.0; 3.5; 1.29; 0.15;100;     ; ;13.26; 4589;
00 10 31.0;+10 58 29;            ;               ;PGC  737   ;       ;    ;    ;     ;     ;   ;     ; ;     ;26150;26809
00 10 33.0;+28 59 50;NGC    27   ; UGC    96     ;PGC  742   ;.S?....;    ;    ; 1.09; 0.37;117;     ; ;13.65; 7033; 7054
00 10 30.0;+28 40 00;            ; UGC    97     ;PGC  748   ;.L.....;-2.0;    ; 1.03; 0.21; 70;     ; ;     ;     ;
00 10 38.6;-56 59 06;NGC    28   ; ESO  149- 20  ;PGC  751   ;.E.1...;-4.0;    ; 1.03; 0.24;  5;     ; ;     ;     ;
00 10 39.6;-56 48 07;            ; ESO  149- 21  ;PGC  753   ;PSBT1..; 1.0;    ; 1.02; 0.26; 97;     ; ;     ;     ;
00 10 36.0;+13 43 00;            ; UGC    99     ;PGC  757   ;.S..9..; 9.0;    ; 1.40; 0.00;   ;     ; ;     ; 1741;
00 10 41.5;+32 58 59;NGC    21   ; UGC    98     ;PGC  759   ;.SBR4..; 3.5;    ; 1.07; 0.31; 42;     ; ;13.35;     ; 4859
00 10 43.5;+28 33 51;            ; MCG  5- 1- 47 ;PGC  762   ;.SB?...;    ;    ; 0.74; 0.00;   ;     ; ;     ; 8651;
00 10 44.8;-47 04 30;            ; ESO  241- 23  ;PGC  764   ;PSXR2..; 2.1;    ; 1.26; 0.32;163;13.92; ;13.47;     ; 9353
00 10 47.1;+33 21 05;NGC    29   ; UGC   100     ;PGC  767   ;.SXS4*.; 3.5;    ; 1.23; 0.34;154;     ; ;12.83;     ; 4589
00 10 48.0;+25 33 00;            ; UGC   101     ;PGC  772   ;.SBS1..; 1.0;    ; 1.08; 0.33;155;     ; ;14.51;10231;
00 10 54.7;-21 04 07;            ; ESO  538- 25  ;PGC  774   ;RL..+..;-1.3;    ; 1.06; 0.57;103;15.10; ;15.00;     ; 7768
00 10 57.8;-35 12 37;            ; ESO  349- 37  ;PGC  775   ;PSX.0..;-0.1;    ; 0.94; 0.04;   ;     ; ;14.72;     ;14910
00 11 01.5;+30 03 21;            ; UGC   102     ;PGC  779   ;.SX.1..; 1.0;    ; 1.17; 0.07; 85;     ; ;14.10; 6791;
00 11 06.7;-12 06 27;NGC    34   ; MCG -2- 1- 32 ;PGC  781   ;.P.....;99.0;    ; 1.34; 0.43;   ;     ; ;     ; 5931; 5772
00 11 11.4;+29 05 07;            ; CGCG 499- 70  ;PGC  786   ;       ;    ;    ;     ;     ;   ;     ; ;15.44; 8153;
00 11 12.9;-33 34 49;            ; ESO  349- 38  ;PGC  789   ;PSXT3*.; 3.3; 2.8; 1.16; 0.38; 57;     ; ;13.36;     ; 7847
00 11 15.1;+28 54 14;            ; UGC   105     ;PGC  791   ;PLXS+..;-0.6;    ; 1.11; 0.03;   ;     ; ;14.43; 8046;
00 11 12.0;+02 40 00;            ; MCG  0- 1- 35 ;PGC  793   ;.S?....;    ;    ; 0.79; 0.08;   ;     ; ;15.01;     ;12752
00 11 21.2;-28 51 19;            ; ESO  409- 25  ;PGC  796   ;.E+4...;-4.0;    ; 1.15; 0.20; 23;14.10; ;13.86;     ;18475
00 11 22.5;+06 23 23;NGC    36   ; UGC   106     ;PGC  798   ;.SXT3..; 3.0;    ; 1.34; 0.21; 21;     ; ;13.44;     ; 6106
00 11 24.2;-41 23 49;            ; ESO  293- 45  ;PGC  800   ;.SBS8?.; 8.0;    ; 1.27; 0.59;137;     ; ;14.32;     ; 1462
00 11 24.2;-56 57 25;NGC    37   ; ESO  149- 22  ;PGC  801   ;PLXS+*.;-1.5;    ; 1.04; 0.22; 35;     ; ;     ;     ;
00 11 37.5;-36 56 19;            ; ESO  349- 39  ;PGC  809   ;.SBS7P.; 6.8; 6.7; 1.20; 0.40;163;     ; ;     ;     ;
00 11 37.9;+27 56 54;            ; UGC   107     ;PGC  810   ;.S?....;    ;    ; 1.00; 0.73; 18;     ; ;     ; 7446;
00 11 42.9;+20 58 28;            ; CGCG 456- 37  ;PGC  814   ;       ;    ;    ; 0.62; 0.00;   ;     ; ;14.77;     ;13900
00 11 45.5;+28 30 01;            ; UGC   108     ;PGC  816   ;.SB.3*.; 3.0;    ; 0.95; 0.29; 51;     ; ;14.24; 8036;
00 11 47.1;-05 35 13;NGC    38   ; MCG -1- 1- 47 ;PGC  818   ;RSA.1*.; 1.0;    ; 1.13; 0.02;   ;     ; ;     ;     ;
00 11 48.0;-01 05 00;            ; UGC   109     ;PGC  825   ;.S..8*.; 8.0;    ; 0.89; 0.01;   ;     ; ;     ; 6227;
00 11 55.6;+23 01 28;            ; CGCG 478- 38  ;PGC  828   ;       ;    ;    ;     ;     ;   ;     ; ;15.38; 7574;
00 11 54.0;+26 23 00;            ; UGC   110     ;PGC  830   ;.SAS6..; 6.0;    ; 1.07; 0.21;145;     ; ;14.53; 4510;
00 12 04.4;-47 17 43;            ; ESO  193- 35  ;PGC  831   ;.SBS3*.; 3.0; 4.4; 1.05; 0.19;178;     ; ;14.70;     ;13250
00 12 05.8;+24 59 14;            ; CGCG 478- 40  ;PGC  832   ;       ;    ;    ;     ;     ;   ;     ; ;15.41;10749;
00 12 08.0;+12 02 41;            ; UGC   111     ;PGC  833   ;.S..6*.; 6.0;    ; 1.07; 0.50; 76;     ; ;14.17; 6342;
00 12 09.2;+27 54 40;            ; CGCG 499- 74  ;PGC  835   ;.S?....;    ;    ; 0.87; 0.48;   ;     ; ;14.46; 7491;
00 12 09.8;+29 19 10;            ; CGCG 499- 75  ;PGC  837   ;.S?....;    ;    ; 0.62; 0.26;   ;     ; ;15.15; 7389;
00 12 12.0;+41 44 00;            ; UGC   112     ;PGC  841   ;.S..9..; 9.0;    ; 1.26; 0.00;   ;     ; ;     ; 5029;
00 12 15.8;+22 19 19;            ; UGC   113     ;PGC  847   ;.S..1..; 1.0;    ; 1.06; 0.45;105;     ; ;14.18; 7629;
00 12 19.3;+31 03 44;NGC    39   ; UGC   114     ;PGC  852   ;.SAT5..; 5.0;    ; 1.06; 0.04;   ;     ; ;13.91; 4857; 4855
00 12 36.9;+05 30 14;            ; UGC   116     ;PGC  859   ;.S?....;    ;    ; 0.96; 0.46; 68;     ; ;14.26; 8474;
00 12 48.1;+22 01 26;NGC    41   ; MCG  4- 1- 39 ;PGC  865   ;.S?....;    ;    ; 0.93; 0.20;   ;     ; ;14.11; 5949;
00 12 48.0;+22 06 00;NGC    42   ; UGC   118     ;PGC  867   ;.L..-*.;-3.0;    ; 1.03; 0.25;115;     ; ;     ;     ;
00 12 54.9;+33 21 34;            ; UGC   117     ;PGC  869   ;.SXS6..; 6.0;    ; 1.16; 0.19;110;     ; ;14.33; 4756;
00 13 00.6;+39 14 48;            ; UGC   121     ;PGC  874   ;.SBS5..; 5.0;    ; 1.05; 0.22;105;     ; ;14.41;     ; 4940
00 13 01.0;+30 54 57;NGC    43   ; UGC   120     ;PGC  875   ;.LB....;-2.0;    ; 1.21; 0.04;   ;     ; ;13.32; 4785; 4782
00 13 03.0;+14 24 39;            ; UGC   119     ;PGC  878   ;.S?....;    ;    ; 1.00; 0.21; 78;     ; ;13.59;     ; 2025
00 13 03.3;-24 12 55;            ; ESO  472- 20  ;PGC  879   ;.SAR6..; 5.6;    ; 1.05; 0.15;153;     ; ;15.28;     ;10269
00 13 15.7;-49 20 31;            ; ESO  193- 36  ;PGC  887   ;.L?....;    ;    ; 0.95; 0.22;  2;     ; ;14.74;     ;10300
00 13 12.0;+17 01 00;            ; UGC   122     ;PGC  889   ;.I..9..;10.0;    ; 1.35; 0.81;109;     ; ;     ;  853;
00 13 20.2;-37 30 49;            ; MCG -6- 1- 35 ;PGC  892   ;.LX.-..;-3.0;    ; 1.19; 0.21;   ;     ; ;     ;     ;15236
00 13 24.0;+28 22 00;            ; UGC   124     ;PGC  896   ;.S..1..; 1.0;    ; 1.00; 0.73; 32;     ; ;     ;     ;
00 13 27.3;+17 29 06;IC      4   ; UGC   123     ;PGC  897   ;.S?....;    ;    ; 1.02; 0.08; 10;     ; ;13.77;     ; 4992
00 13 34.3;-05 05 37;            ; MCG -1- 1- 52 ;PGC  902   ;.SAT3P?; 3.0;    ; 1.08; 0.24;   ;     ; ;     ;     ;
00 13 43.5;+30 11 41;            ; MCG  5- 1- 55 ;PGC  908   ;.S?....;    ;    ; 0.94; 0.28;   ;     ; ;14.12; 7148;
00 13 45.4;+48 09 04;IC   1534   ; UGC   125     ;PGC  910   ;.L.....;-2.0;    ; 1.02; 0.32; 72;     ; ;     ;     ;
00 13 48.0;+26 58 00;            ; UGC   127     ;PGC  912   ;.SB.6*.; 6.0;    ; 1.15; 0.57;135;     ; ;     ; 4685;
00 13 48.0;+35 59 00;            ; UGC   128     ;PGC  913   ;.S..8..; 8.0;    ; 1.32; 0.09; 65;     ; ;     ; 4533;
00 13 48.0;-04 28 00;            ; MCG -1- 1- 53 ;PGC  916   ;.S?....;    ;    ; 1.08; 0.53;   ;     ; ;     ;     ;10913
00 13 48.0;+03 42 00;            ; UGC   129     ;PGC  917   ;PSBS2..; 2.0;    ; 0.97; 0.07;   ;     ; ;     ;     ;
00 13 55.8;+28 45 46;            ; MCG  5- 1- 56 ;PGC  919   ;.S?....;    ;    ; 0.92; 0.03;   ;     ; ;15.15; 6945;
00 13 56.9;+30 52 58;            ; UGC   130     ;PGC  921   ;.S?....;    ;    ; 0.61; 0.11;160;     ; ;14.29;     ; 4792
00 13 54.0;+12 58 00;            ; UGC   132     ;PGC  924   ;.SX.8..; 8.0;    ; 1.20; 0.45; 14;     ; ;14.16; 1680;
00 13 59.5;-70 01 19;            ; ESO   50-  6  ;PGC  926   ;.SBS6..; 6.0; 4.4; 1.24; 0.10;   ;     ; ;14.28;     ; 4135
00 14 02.2;+48 14 06;NGC    48   ; UGC   133     ;PGC  929   ;.SX.4P*; 4.0;    ; 1.15; 0.19; 15;     ; ;13.48; 1776;
00 14 03.2;-23 11 01;NGC    45   ; ESO  473-  1  ;PGC  930   ;.SAS8..; 8.0; 7.3; 1.93; 0.16;142;11.32;M;11.06;  468;
00 14 06.0;+07 25 00;            ; UGC   135     ;PGC  937   ;.S..7*.; 7.0;    ; 1.04; 1.06; 27;     ; ;     ; 5843;
00 14 22.5;+48 14 47;NGC    49   ; UGC   136     ;PGC  952   ;.L...?.;-2.0;    ; 1.05; 0.04;165;     ; ;     ;     ;
